"subj","age","condition","pos","item","response"
63,5,0,"adj","awake_asleep",1
64,4,0,"adj","awake_asleep",1
66,5,0,"adj","awake_asleep",1
67,4,0,"adj","awake_asleep",1
68,5,0,"adj","awake_asleep",0
69,5,0,"adj","awake_asleep",1
70,5,0,"adj","awake_asleep",1
71,5,0,"adj","awake_asleep",0
72,4,0,"adj","awake_asleep",0
73,5,0,"adj","awake_asleep",1
75,5,0,"adj","awake_asleep",1
76,5,0,"adj","awake_asleep",1
77,5,0,"adj","awake_asleep",1
78,4,0,"adj","awake_asleep",1
79,5,0,"adj","awake_asleep",1
80,5,0,"adj","awake_asleep",1
81,5,0,"adj","awake_asleep",1
82,5,1,"adj","awake_asleep",1
83,5,0,"adj","awake_asleep",1
84,5,1,"adj","awake_asleep",1
85,5,1,"adj","awake_asleep",0
86,5,1,"adj","awake_asleep",1
87,5,1,"adj","awake_asleep",1
88,4,1,"adj","awake_asleep",1
89,5,1,"adj","awake_asleep",1
90,4,0,"adj","awake_asleep",0
91,5,0,"adj","awake_asleep",1
92,5,0,"adj","awake_asleep",1
93,5,1,"adj","awake_asleep",1
94,4,0,"adj","awake_asleep",0
96,5,1,"adj","awake_asleep",1
98,4,0,"adj","awake_asleep",1
99,4,1,"adj","awake_asleep",1
100,4,1,"adj","awake_asleep",1
101,5,1,"adj","awake_asleep",1
102,4,0,"adj","awake_asleep",0
103,4,1,"adj","awake_asleep",1
104,4,1,"adj","awake_asleep",1
105,4,1,"adj","awake_asleep",1
106,5,0,"adj","awake_asleep",1
107,4,1,"adj","awake_asleep",1
108,5,0,"adj","awake_asleep",1
109,4,1,"adj","awake_asleep",1
111,5,1,"adj","awake_asleep",0
112,4,1,"adj","awake_asleep",1
113,4,1,"adj","awake_asleep",1
114,5,1,"adj","awake_asleep",1
115,4,0,"adj","awake_asleep",0
116,4,0,"adj","awake_asleep",1
117,4,0,"adj","awake_asleep",0
118,4,0,"adj","awake_asleep",1
119,4,0,"adj","awake_asleep",0
120,4,0,"adj","awake_asleep",1
122,4,1,"adj","awake_asleep",1
123,4,1,"adj","awake_asleep",1
124,4,1,"adj","awake_asleep",0
125,4,1,"adj","awake_asleep",1
1,4,1,"adj","tall_short",1
2,5,1,"adj","tall_short",1
3,5,1,"adj","tall_short",1
4,5,1,"adj","tall_short",1
5,5,1,"adj","tall_short",1
6,5,1,"adj","tall_short",1
7,4,0,"adj","tall_short",1
8,5,0,"adj","tall_short",1
9,5,0,"adj","tall_short",1
10,4,0,"adj","tall_short",1
11,5,0,"adj","tall_short",0
12,4,1,"adj","tall_short",0
13,5,1,"adj","tall_short",1
14,4,1,"adj","tall_short",1
15,4,1,"adj","tall_short",1
16,4,1,"adj","tall_short",1
18,5,0,"adj","tall_short",1
20,5,0,"adj","tall_short",1
22,4,1,"adj","tall_short",1
23,5,1,"adj","tall_short",1
24,4,1,"adj","tall_short",1
26,4,1,"adj","tall_short",0
27,5,0,"adj","tall_short",1
28,4,0,"adj","tall_short",0
31,5,0,"adj","tall_short",1
32,4,1,"adj","tall_short",1
33,4,1,"adj","tall_short",1
35,4,1,"adj","tall_short",1
36,5,1,"adj","tall_short",1
37,4,0,"adj","tall_short",1
38,4,0,"adj","tall_short",1
42,4,1,"adj","tall_short",1
43,5,1,"adj","tall_short",1
44,4,1,"adj","tall_short",0
45,4,1,"adj","tall_short",1
46,4,1,"adj","tall_short",1
47,4,0,"adj","tall_short",0
48,5,0,"adj","tall_short",1
49,5,0,"adj","tall_short",1
50,4,0,"adj","tall_short",0
51,4,0,"adj","tall_short",1
52,5,1,"adj","tall_short",1
53,5,1,"adj","tall_short",1
54,5,1,"adj","tall_short",1
55,5,1,"adj","tall_short",1
58,4,0,"adj","tall_short",0
59,4,0,"adj","tall_short",1
60,5,0,"adj","tall_short",1
61,4,0,"adj","tall_short",1
62,5,0,"adj","tall_short",1
63,5,0,"adj","tall_short",1
64,4,0,"adj","tall_short",1
66,5,0,"adj","tall_short",1
67,4,0,"adj","tall_short",1
68,5,0,"adj","tall_short",0
69,5,0,"adj","tall_short",1
70,5,0,"adj","tall_short",0
71,5,0,"adj","tall_short",0
72,4,0,"adj","tall_short",1
73,5,0,"adj","tall_short",1
75,5,0,"adj","tall_short",1
76,5,0,"adj","tall_short",1
77,5,0,"adj","tall_short",1
78,4,0,"adj","tall_short",1
79,5,0,"adj","tall_short",0
80,5,0,"adj","tall_short",0
81,5,0,"adj","tall_short",1
82,5,1,"adj","tall_short",1
83,5,0,"adj","tall_short",1
84,5,1,"adj","tall_short",1
85,5,1,"adj","tall_short",1
86,5,1,"adj","tall_short",1
87,5,1,"adj","tall_short",0
88,4,1,"adj","tall_short",1
89,5,1,"adj","tall_short",1
90,4,0,"adj","tall_short",1
91,5,0,"adj","tall_short",1
92,5,0,"adj","tall_short",1
93,5,1,"adj","tall_short",1
94,4,0,"adj","tall_short",1
96,5,1,"adj","tall_short",1
98,4,0,"adj","tall_short",1
99,4,1,"adj","tall_short",1
100,4,1,"adj","tall_short",1
101,5,1,"adj","tall_short",1
102,4,0,"adj","tall_short",1
103,4,1,"adj","tall_short",1
104,4,1,"adj","tall_short",1
105,4,1,"adj","tall_short",1
106,5,0,"adj","tall_short",1
107,4,1,"adj","tall_short",0
108,5,0,"adj","tall_short",1
109,4,1,"adj","tall_short",1
111,5,1,"adj","tall_short",0
112,4,1,"adj","tall_short",1
113,4,1,"adj","tall_short",1
114,5,1,"adj","tall_short",1
115,4,0,"adj","tall_short",1
116,4,0,"adj","tall_short",1
117,4,0,"adj","tall_short",1
118,4,0,"adj","tall_short",0
119,4,0,"adj","tall_short",1
120,4,0,"adj","tall_short",1
122,4,1,"adj","tall_short",1
123,4,1,"adj","tall_short",1
124,4,1,"adj","tall_short",0
125,4,1,"adj","tall_short",1
1,4,1,"adj","strong_weak",0
2,5,1,"adj","strong_weak",1
3,5,1,"adj","strong_weak",1
4,5,1,"adj","strong_weak",0
5,5,1,"adj","strong_weak",0
6,5,1,"adj","strong_weak",1
7,4,0,"adj","strong_weak",1
8,5,0,"adj","strong_weak",1
9,5,0,"adj","strong_weak",1
10,4,0,"adj","strong_weak",1
11,5,0,"adj","strong_weak",1
12,4,1,"adj","strong_weak",1
13,5,1,"adj","strong_weak",1
14,4,1,"adj","strong_weak",0
15,4,1,"adj","strong_weak",1
16,4,1,"adj","strong_weak",1
18,5,0,"adj","strong_weak",1
20,5,0,"adj","strong_weak",1
22,4,1,"adj","strong_weak",1
23,5,1,"adj","strong_weak",1
24,4,1,"adj","strong_weak",0
26,4,1,"adj","strong_weak",0
27,5,0,"adj","strong_weak",0
28,4,0,"adj","strong_weak",1
31,5,0,"adj","strong_weak",1
32,4,1,"adj","strong_weak",1
33,4,1,"adj","strong_weak",1
35,4,1,"adj","strong_weak",1
36,5,1,"adj","strong_weak",1
37,4,0,"adj","strong_weak",0
38,4,0,"adj","strong_weak",1
42,4,1,"adj","strong_weak",0
43,5,1,"adj","strong_weak",1
44,4,1,"adj","strong_weak",1
45,4,1,"adj","strong_weak",1
46,4,1,"adj","strong_weak",1
47,4,0,"adj","strong_weak",0
48,5,0,"adj","strong_weak",1
49,5,0,"adj","strong_weak",1
50,4,0,"adj","strong_weak",1
51,4,0,"adj","strong_weak",1
52,5,1,"adj","strong_weak",0
53,5,1,"adj","strong_weak",1
54,5,1,"adj","strong_weak",1
55,5,1,"adj","strong_weak",0
58,4,0,"adj","strong_weak",0
59,4,0,"adj","strong_weak",1
60,5,0,"adj","strong_weak",1
61,4,0,"adj","strong_weak",1
62,5,0,"adj","strong_weak",1
63,5,0,"adj","strong_weak",1
64,4,0,"adj","strong_weak",1
66,5,0,"adj","strong_weak",0
67,4,0,"adj","strong_weak",1
68,5,0,"adj","strong_weak",1
69,5,0,"adj","strong_weak",1
70,5,0,"adj","strong_weak",0
71,5,0,"adj","strong_weak",0
72,4,0,"adj","strong_weak",1
73,5,0,"adj","strong_weak",1
75,5,0,"adj","strong_weak",0
76,5,0,"adj","strong_weak",1
77,5,0,"adj","strong_weak",1
78,4,0,"adj","strong_weak",1
79,5,0,"adj","strong_weak",0
80,5,0,"adj","strong_weak",1
81,5,0,"adj","strong_weak",0
82,5,1,"adj","strong_weak",1
83,5,0,"adj","strong_weak",1
84,5,1,"adj","strong_weak",1
85,5,1,"adj","strong_weak",0
86,5,1,"adj","strong_weak",1
87,5,1,"adj","strong_weak",0
88,4,1,"adj","strong_weak",1
89,5,1,"adj","strong_weak",1
90,4,0,"adj","strong_weak",1
91,5,0,"adj","strong_weak",1
92,5,0,"adj","strong_weak",1
93,5,1,"adj","strong_weak",1
94,4,0,"adj","strong_weak",0
96,5,1,"adj","strong_weak",0
98,4,0,"adj","strong_weak",1
99,4,1,"adj","strong_weak",1
100,4,1,"adj","strong_weak",1
101,5,1,"adj","strong_weak",1
102,4,0,"adj","strong_weak",0
103,4,1,"adj","strong_weak",1
104,4,1,"adj","strong_weak",1
105,4,1,"adj","strong_weak",0
106,5,0,"adj","strong_weak",1
107,4,1,"adj","strong_weak",1
108,5,0,"adj","strong_weak",0
109,4,1,"adj","strong_weak",0
111,5,1,"adj","strong_weak",0
112,4,1,"adj","strong_weak",1
113,4,1,"adj","strong_weak",1
114,5,1,"adj","strong_weak",1
115,4,0,"adj","strong_weak",1
116,4,0,"adj","strong_weak",1
117,4,0,"adj","strong_weak",1
118,4,0,"adj","strong_weak",0
119,4,0,"adj","strong_weak",1
120,4,0,"adj","strong_weak",1
122,4,1,"adj","strong_weak",1
123,4,1,"adj","strong_weak",0
124,4,1,"adj","strong_weak",1
125,4,1,"adj","strong_weak",1
1,4,1,"adj","empty_full",1
2,5,1,"adj","empty_full",1
3,5,1,"adj","empty_full",1
4,5,1,"adj","empty_full",0
5,5,1,"adj","empty_full",1
6,5,1,"adj","empty_full",1
7,4,0,"adj","empty_full",0
8,5,0,"adj","empty_full",0
9,5,0,"adj","empty_full",0
10,4,0,"adj","empty_full",1
11,5,0,"adj","empty_full",1
12,4,1,"adj","empty_full",0
13,5,1,"adj","empty_full",1
14,4,1,"adj","empty_full",0
15,4,1,"adj","empty_full",1
16,4,1,"adj","empty_full",1
18,5,0,"adj","empty_full",1
20,5,0,"adj","empty_full",1
22,4,1,"adj","empty_full",0
23,5,1,"adj","empty_full",1
24,4,1,"adj","empty_full",0
26,4,1,"adj","empty_full",0
27,5,0,"adj","empty_full",1
28,4,0,"adj","empty_full",1
31,5,0,"adj","empty_full",1
32,4,1,"adj","empty_full",1
33,4,1,"adj","empty_full",1
35,4,1,"adj","empty_full",0
36,5,1,"adj","empty_full",1
37,4,0,"adj","empty_full",0
38,4,0,"adj","empty_full",0
42,4,1,"adj","empty_full",1
43,5,1,"adj","empty_full",1
44,4,1,"adj","empty_full",1
45,4,1,"adj","empty_full",1
46,4,1,"adj","empty_full",1
47,4,0,"adj","empty_full",1
48,5,0,"adj","empty_full",1
49,5,0,"adj","empty_full",1
50,4,0,"adj","empty_full",1
51,4,0,"adj","empty_full",1
52,5,1,"adj","empty_full",1
53,5,1,"adj","empty_full",1
54,5,1,"adj","empty_full",0
55,5,1,"adj","empty_full",1
58,4,0,"adj","empty_full",0
59,4,0,"adj","empty_full",0
60,5,0,"adj","empty_full",1
61,4,0,"adj","empty_full",1
62,5,0,"adj","empty_full",1
63,5,0,"adj","empty_full",1
64,4,0,"adj","empty_full",1
66,5,0,"adj","empty_full",1
67,4,0,"adj","empty_full",0
68,5,0,"adj","empty_full",1
69,5,0,"adj","empty_full",0
70,5,0,"adj","empty_full",1
71,5,0,"adj","empty_full",1
72,4,0,"adj","empty_full",1
73,5,0,"adj","empty_full",1
75,5,0,"adj","empty_full",1
76,5,0,"adj","empty_full",1
77,5,0,"adj","empty_full",0
78,4,0,"adj","empty_full",1
79,5,0,"adj","empty_full",1
80,5,0,"adj","empty_full",1
81,5,0,"adj","empty_full",1
82,5,1,"adj","empty_full",1
83,5,0,"adj","empty_full",1
84,5,1,"adj","empty_full",0
85,5,1,"adj","empty_full",1
86,5,1,"adj","empty_full",1
87,5,1,"adj","empty_full",0
88,4,1,"adj","empty_full",1
89,5,1,"adj","empty_full",1
90,4,0,"adj","empty_full",1
91,5,0,"adj","empty_full",1
92,5,0,"adj","empty_full",1
93,5,1,"adj","empty_full",1
94,4,0,"adj","empty_full",1
96,5,1,"adj","empty_full",1
98,4,0,"adj","empty_full",1
99,4,1,"adj","empty_full",1
100,4,1,"adj","empty_full",1
101,5,1,"adj","empty_full",1
102,4,0,"adj","empty_full",0
103,4,1,"adj","empty_full",1
104,4,1,"adj","empty_full",1
105,4,1,"adj","empty_full",1
106,5,0,"adj","empty_full",1
107,4,1,"adj","empty_full",1
108,5,0,"adj","empty_full",1
109,4,1,"adj","empty_full",1
111,5,1,"adj","empty_full",1
112,4,1,"adj","empty_full",0
113,4,1,"adj","empty_full",0
114,5,1,"adj","empty_full",1
115,4,0,"adj","empty_full",1
116,4,0,"adj","empty_full",1
117,4,0,"adj","empty_full",0
118,4,0,"adj","empty_full",1
119,4,0,"adj","empty_full",1
120,4,0,"adj","empty_full",1
122,4,1,"adj","empty_full",0
123,4,1,"adj","empty_full",1
124,4,1,"adj","empty_full",1
125,4,1,"adj","empty_full",1
1,4,1,"noun","moon_sun",0
2,5,1,"noun","moon_sun",1
3,5,1,"noun","moon_sun",1
4,5,1,"noun","moon_sun",1
5,5,1,"noun","moon_sun",1
6,5,1,"noun","moon_sun",1
7,4,0,"noun","moon_sun",0
8,5,0,"noun","moon_sun",0
9,5,0,"noun","moon_sun",1
10,4,0,"noun","moon_sun",1
11,5,0,"noun","moon_sun",0
12,4,1,"noun","moon_sun",0
13,5,1,"noun","moon_sun",0
14,4,1,"noun","moon_sun",1
15,4,1,"noun","moon_sun",1
16,4,1,"noun","moon_sun",1
18,5,0,"noun","moon_sun",1
20,5,0,"noun","moon_sun",1
22,4,1,"noun","moon_sun",1
23,5,1,"noun","moon_sun",1
24,4,1,"noun","moon_sun",0
26,4,1,"noun","moon_sun",1
27,5,0,"noun","moon_sun",1
28,4,0,"noun","moon_sun",0
31,5,0,"noun","moon_sun",1
32,4,1,"noun","moon_sun",0
33,4,1,"noun","moon_sun",1
35,4,1,"noun","moon_sun",0
36,5,1,"noun","moon_sun",1
37,4,0,"noun","moon_sun",1
38,4,0,"noun","moon_sun",1
42,4,1,"noun","moon_sun",1
43,5,1,"noun","moon_sun",1
44,4,1,"noun","moon_sun",0
45,4,1,"noun","moon_sun",0
46,4,1,"noun","moon_sun",1
47,4,0,"noun","moon_sun",0
48,5,0,"noun","moon_sun",0
49,5,0,"noun","moon_sun",1
50,4,0,"noun","moon_sun",1
51,4,0,"noun","moon_sun",1
52,5,1,"noun","moon_sun",0
53,5,1,"noun","moon_sun",0
54,5,1,"noun","moon_sun",1
55,5,1,"noun","moon_sun",1
58,4,0,"noun","moon_sun",0
59,4,0,"noun","moon_sun",1
60,5,0,"noun","moon_sun",1
61,4,0,"noun","moon_sun",1
62,5,0,"noun","moon_sun",1
63,5,0,"noun","moon_sun",0
64,4,0,"noun","moon_sun",1
66,5,0,"noun","moon_sun",0
67,4,0,"noun","moon_sun",0
68,5,0,"noun","moon_sun",1
69,5,0,"noun","moon_sun",1
70,5,0,"noun","moon_sun",1
71,5,0,"noun","moon_sun",1
72,4,0,"noun","moon_sun",0
73,5,0,"noun","moon_sun",0
75,5,0,"noun","moon_sun",1
76,5,0,"noun","moon_sun",1
77,5,0,"noun","moon_sun",1
78,4,0,"noun","moon_sun",1
79,5,0,"noun","moon_sun",0
80,5,0,"noun","moon_sun",1
81,5,0,"noun","moon_sun",0
82,5,1,"noun","moon_sun",1
83,5,0,"noun","moon_sun",1
84,5,1,"noun","moon_sun",1
85,5,1,"noun","moon_sun",0
86,5,1,"noun","moon_sun",1
87,5,1,"noun","moon_sun",1
88,4,1,"noun","moon_sun",1
89,5,1,"noun","moon_sun",1
90,4,0,"noun","moon_sun",0
91,5,0,"noun","moon_sun",1
92,5,0,"noun","moon_sun",1
93,5,1,"noun","moon_sun",1
94,4,0,"noun","moon_sun",0
96,5,1,"noun","moon_sun",1
98,4,0,"noun","moon_sun",1
99,4,1,"noun","moon_sun",1
100,4,1,"noun","moon_sun",1
101,5,1,"noun","moon_sun",1
102,4,0,"noun","moon_sun",1
103,4,1,"noun","moon_sun",1
104,4,1,"noun","moon_sun",1
105,4,1,"noun","moon_sun",1
106,5,0,"noun","moon_sun",1
107,4,1,"noun","moon_sun",0
108,5,0,"noun","moon_sun",0
109,4,1,"noun","moon_sun",0
111,5,1,"noun","moon_sun",1
112,4,1,"noun","moon_sun",1
113,4,1,"noun","moon_sun",0
114,5,1,"noun","moon_sun",1
115,4,0,"noun","moon_sun",0
116,4,0,"noun","moon_sun",1
117,4,0,"noun","moon_sun",0
118,4,0,"noun","moon_sun",1
119,4,0,"noun","moon_sun",1
120,4,0,"noun","moon_sun",0
122,4,1,"noun","moon_sun",1
123,4,1,"noun","moon_sun",1
124,4,1,"noun","moon_sun",1
125,4,1,"noun","moon_sun",0
1,4,1,"noun","boy_girl",1
2,5,1,"noun","boy_girl",1
3,5,1,"noun","boy_girl",1
4,5,1,"noun","boy_girl",1
5,5,1,"noun","boy_girl",1
6,5,1,"noun","boy_girl",0
7,4,0,"noun","boy_girl",1
8,5,0,"noun","boy_girl",0
9,5,0,"noun","boy_girl",1
10,4,0,"noun","boy_girl",0
11,5,0,"noun","boy_girl",1
12,4,1,"noun","boy_girl",1
13,5,1,"noun","boy_girl",1
14,4,1,"noun","boy_girl",1
15,4,1,"noun","boy_girl",0
16,4,1,"noun","boy_girl",1
18,5,0,"noun","boy_girl",1
20,5,0,"noun","boy_girl",1
22,4,1,"noun","boy_girl",0
23,5,1,"noun","boy_girl",1
24,4,1,"noun","boy_girl",1
26,4,1,"noun","boy_girl",1
27,5,0,"noun","boy_girl",1
28,4,0,"noun","boy_girl",1
31,5,0,"noun","boy_girl",1
32,4,1,"noun","boy_girl",1
33,4,1,"noun","boy_girl",1
35,4,1,"noun","boy_girl",0
36,5,1,"noun","boy_girl",1
37,4,0,"noun","boy_girl",1
38,4,0,"noun","boy_girl",0
42,4,1,"noun","boy_girl",1
43,5,1,"noun","boy_girl",1
44,4,1,"noun","boy_girl",1
45,4,1,"noun","boy_girl",1
46,4,1,"noun","boy_girl",0
47,4,0,"noun","boy_girl",1
48,5,0,"noun","boy_girl",0
49,5,0,"noun","boy_girl",1
50,4,0,"noun","boy_girl",1
51,4,0,"noun","boy_girl",1
52,5,1,"noun","boy_girl",0
53,5,1,"noun","boy_girl",1
54,5,1,"noun","boy_girl",0
55,5,1,"noun","boy_girl",1
58,4,0,"noun","boy_girl",1
59,4,0,"noun","boy_girl",1
60,5,0,"noun","boy_girl",1
61,4,0,"noun","boy_girl",1
62,5,0,"noun","boy_girl",1
63,5,0,"noun","boy_girl",1
64,4,0,"noun","boy_girl",1
66,5,0,"noun","boy_girl",0
67,4,0,"noun","boy_girl",1
68,5,0,"noun","boy_girl",0
69,5,0,"noun","boy_girl",1
70,5,0,"noun","boy_girl",0
71,5,0,"noun","boy_girl",0
72,4,0,"noun","boy_girl",1
73,5,0,"noun","boy_girl",1
75,5,0,"noun","boy_girl",1
76,5,0,"noun","boy_girl",1
77,5,0,"noun","boy_girl",1
78,4,0,"noun","boy_girl",1
79,5,0,"noun","boy_girl",1
80,5,0,"noun","boy_girl",1
81,5,0,"noun","boy_girl",0
82,5,1,"noun","boy_girl",1
83,5,0,"noun","boy_girl",1
84,5,1,"noun","boy_girl",1
85,5,1,"noun","boy_girl",1
86,5,1,"noun","boy_girl",1
87,5,1,"noun","boy_girl",1
88,4,1,"noun","boy_girl",1
89,5,1,"noun","boy_girl",1
90,4,0,"noun","boy_girl",1
91,5,0,"noun","boy_girl",1
92,5,0,"noun","boy_girl",1
93,5,1,"noun","boy_girl",1
94,4,0,"noun","boy_girl",0
96,5,1,"noun","boy_girl",1
98,4,0,"noun","boy_girl",1
99,4,1,"noun","boy_girl",1
100,4,1,"noun","boy_girl",1
101,5,1,"noun","boy_girl",1
102,4,0,"noun","boy_girl",1
103,4,1,"noun","boy_girl",1
104,4,1,"noun","boy_girl",1
105,4,1,"noun","boy_girl",1
106,5,0,"noun","boy_girl",1
107,4,1,"noun","boy_girl",0
108,5,0,"noun","boy_girl",1
109,4,1,"noun","boy_girl",0
111,5,1,"noun","boy_girl",0
112,4,1,"noun","boy_girl",0
113,4,1,"noun","boy_girl",1
114,5,1,"noun","boy_girl",1
115,4,0,"noun","boy_girl",0
116,4,0,"noun","boy_girl",0
117,4,0,"noun","boy_girl",0
118,4,0,"noun","boy_girl",1
119,4,0,"noun","boy_girl",1
120,4,0,"noun","boy_girl",0
122,4,1,"noun","boy_girl",1
123,4,1,"noun","boy_girl",1
124,4,1,"noun","boy_girl",0
125,4,1,"noun","boy_girl",0
1,4,1,"noun","summer_winter",0
2,5,1,"noun","summer_winter",1
3,5,1,"noun","summer_winter",1
4,5,1,"noun","summer_winter",1
5,5,1,"noun","summer_winter",1
6,5,1,"noun","summer_winter",1
7,4,0,"noun","summer_winter",1
8,5,0,"noun","summer_winter",0
9,5,0,"noun","summer_winter",1
10,4,0,"noun","summer_winter",1
11,5,0,"noun","summer_winter",1
12,4,1,"noun","summer_winter",1
13,5,1,"noun","summer_winter",1
14,4,1,"noun","summer_winter",1
15,4,1,"noun","summer_winter",1
16,4,1,"noun","summer_winter",1
18,5,0,"noun","summer_winter",1
20,5,0,"noun","summer_winter",0
22,4,1,"noun","summer_winter",0
23,5,1,"noun","summer_winter",0
24,4,1,"noun","summer_winter",0
26,4,1,"noun","summer_winter",0
27,5,0,"noun","summer_winter",1
28,4,0,"noun","summer_winter",0
31,5,0,"noun","summer_winter",1
32,4,1,"noun","summer_winter",1
33,4,1,"noun","summer_winter",1
35,4,1,"noun","summer_winter",1
36,5,1,"noun","summer_winter",1
37,4,0,"noun","summer_winter",0
38,4,0,"noun","summer_winter",1
42,4,1,"noun","summer_winter",1
43,5,1,"noun","summer_winter",1
44,4,1,"noun","summer_winter",0
45,4,1,"noun","summer_winter",0
46,4,1,"noun","summer_winter",1
47,4,0,"noun","summer_winter",0
48,5,0,"noun","summer_winter",1
49,5,0,"noun","summer_winter",1
50,4,0,"noun","summer_winter",1
51,4,0,"noun","summer_winter",1
52,5,1,"noun","summer_winter",0
53,5,1,"noun","summer_winter",0
54,5,1,"noun","summer_winter",1
55,5,1,"noun","summer_winter",1
58,4,0,"noun","summer_winter",0
59,4,0,"noun","summer_winter",1
60,5,0,"noun","summer_winter",1
61,4,0,"noun","summer_winter",1
62,5,0,"noun","summer_winter",1
63,5,0,"noun","summer_winter",1
64,4,0,"noun","summer_winter",1
66,5,0,"noun","summer_winter",1
67,4,0,"noun","summer_winter",1
68,5,0,"noun","summer_winter",1
69,5,0,"noun","summer_winter",1
70,5,0,"noun","summer_winter",1
71,5,0,"noun","summer_winter",0
72,4,0,"noun","summer_winter",1
73,5,0,"noun","summer_winter",0
75,5,0,"noun","summer_winter",1
76,5,0,"noun","summer_winter",0
